network_code,receiver_code,receiver_type,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_status,p_weight,p_travel_sec,s_arrival_sample,s_status,s_weight,source_id,source_origin_time,source_origin_uncertainty_sec,source_latitude,source_longitude,source_error_sec,source_gap_deg,source_horizontal_uncertainty_km,source_depth_km,source_depth_uncertainty_km,source_magnitude,source_magnitude_type,source_magnitude_author,source_mechanism_strike_dip_rake,source_distance_deg,source_distance_km,back_azimuth_deg,snr_db,coda_end_sample,trace_start_time,trace_category,trace_name
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.5,16.31999969482422,1523.0,manual,0.5,11691332,2007-03-06 03:33:29.07,1.02,32.067,-117.4297,0.9094,208.944,8.4779,9.28,None,2.8,ml,None,None,0.86,96.12,18.4,[47.20000076 46.09999847 38.59999847],2580.0,2007-03-06 03:33:41.390000,earthquake_local,109C.TA_20070306033340_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,17.15999984741211,2092.0,autopicker,0.5,11926498,2007-04-15 22:57:25.78,0.25,32.7322,-116.0594,1.0571,36.929,2.6497,6.61,None,4.3,ml,None,None,0.89,99.46,280.3,[60.09999847 64.80000305 53.40000153],5848.0,2007-04-15 22:57:33.940000,earthquake_local,109C.TA_20070415225732_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.5,16.90999984741211,1987.0,manual,0.5,11926636,2007-04-16 03:45:23.96,0.32,32.7098,-116.0362,0.9791,48.054,3.5849,12.66,None,2.7,ml,None,None,0.92,102.07,281.5,[34.20000076 31.39999962 33.09999847],3022.0,2007-04-16 03:45:32.870000,earthquake_local,109C.TA_20070416034531_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,17.110000610351562,2079.0,manual,0.5,11928303,2007-04-18 09:33:37.06,0.3,32.6944,-116.0417,0.7328,38.102,3.1774,13.3,None,2.8,ml,None,None,0.92,101.92,282.5,[38.40000153 37.         37.5       ],3166.0,2007-04-18 09:33:45.170000,earthquake_local,109C.TA_20070418093344_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.5,13.350000381469727,1618.0,manual,0.5,11928726,2007-04-18 22:23:11.33,0.34,33.4264,-116.5825,0.9568,53.76,3.0473,9.18,None,3.5,ml,None,None,0.69,77.01,219.4,[53.79999924 52.         45.5       ],2386.0,2007-04-18 22:23:17.680000,earthquake_local,109C.TA_20070418222316_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.5,17.350000381469727,1858.0,manual,0.5,11929132,2007-04-19 11:33:30.94,0.34,32.732,-116.0314,1.1683,99.396,3.2296,2.03,None,2.9,ml,None,None,0.92,102.05,280.1,[32.29999924 32.59999847 28.20000076],3100.0,2007-04-19 11:33:41.290000,earthquake_local,109C.TA_20070419113340_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,16.989999771118164,2074.0,manual,0.5,11929148,2007-04-19 12:01:22.98,0.29,32.7084,-116.0541,1.0655,54.707,3.2223,10.1,None,2.9,ml,None,None,0.9,100.46,281.8,[27.         30.79999924 22.39999962],3100.0,2007-04-19 12:01:30.970000,earthquake_local,109C.TA_20070419120129_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.5,17.0,1973.0,manual,0.5,12662876,2007-05-25 11:35:28.77,0.27,32.6901,-116.0309,0.9893,49.819,2.7369,11.84,None,3.3,ml,None,None,0.93,103.01,282.6,[52.90000153 55.90000153 46.90000153],2705.0,2007-05-25 11:35:37.770000,earthquake_local,109C.TA_20070525113536_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,17.049999237060547,2072.0,manual,0.5,12662884,2007-05-25 11:47:59.60,0.29,32.7008,-116.0355,0.9494,47.934,3.0123,13.47,None,3.0,ml,None,None,0.92,102.34,282.0,[37.90000153 42.59999847 37.90000153],2960.0,2007-05-25 11:48:07.650000,earthquake_local,109C.TA_20070525114806_EV
TA,109C,BH,32.8889,-117.1051,150.0,600.0,manual,0.58,12.9399995803833,1515.0,manual,0.62,ci14296868,2007-06-08 06:13:05.900000,nan,33.4551667,-116.5946667,0.24,48.0,0.24,11.31,0.45,1.57,ml,CI,None,0.7087,78.81,37.2,[20.20000076 21.39999962 18.60000038],2185.0,2007-06-08 06:13:12.840000,earthquake_local,109C.TA_20070608061311_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.6,9.470000267028809,1337.0,manual,0.6,ci14297160,2007-06-09 21:29:26.450000,nan,32.5163333,-116.735,0.14,226.0,0.54,3.25,0.42,1.35,ml,CI,None,0.4852,53.96,140.2,[11.         11.39999962  6.69999981],3199.0,2007-06-09 21:29:28.920000,earthquake_local,109C.TA_20070609212927_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.53,17.3700008392334,2060.0,manual,0.53,ci14297236,2007-06-10 11:46:52.900000,nan,33.2435,-116.0363333,0.3,25.0,0.28,6.02,1.38,2.17,ml,CI,None,0.9646,107.27,68.7,[25.29999924 31.         25.39999962],3100.0,2007-06-10 11:47:02.270000,earthquake_local,109C.TA_20070610114701_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.53,17.6200008392334,1947.0,manual,0.53,ci14297248,2007-06-10 11:51:13.450000,nan,33.2425,-116.0395,0.39,40.0,0.4,3.54,1.13,1.67,ml,CI,None,0.9618,106.96,68.7,[17.79999924 20.79999924 21.29999924],3100.0,2007-06-10 11:51:24.070000,earthquake_local,109C.TA_20070610115123_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.53,16.969999313354492,1925.0,manual,0.58,ci14297312,2007-06-10 23:42:34.900000,nan,32.699,-116.0515,0.33,112.0,0.4,8.44,1.13,1.85,ml,CI,None,0.9074,100.91,102.4,[15.39999962 20.10000038 17.39999962],2829.0,2007-06-10 23:42:43.870000,earthquake_local,109C.TA_20070610234242_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.59,13.229999542236328,1738.0,manual,0.63,ci14297660,2007-06-12 10:08:52.360000,nan,33.241,-116.355,0.25,40.0,0.26,12.87,0.48,1.47,ml,CI,None,0.7211,80.2,61.0,[15.89999962 19.29999924 10.        ],2468.0,2007-06-12 10:08:57.590000,earthquake_local,109C.TA_20070612100856_EV
TA,109C,BH,32.8889,-117.1051,150.0,600.0,manual,0.5,18.190000534057617,1877.0,manual,0.5,12678959,2007-06-13 03:06:35.01,0.62,32.7329,-118.2282,1.0702,185.256,4.4413,6.77,None,3.4,ml,None,None,0.96,106.59,80.4,[42.5        38.70000076 41.        ],3199.0,2007-06-13 03:06:47.200000,earthquake_local,109C.TA_20070613030646_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.52,17.469999313354492,2132.0,manual,0.52,ci10255269,2007-06-16 16:31:30.850000,nan,33.1518333,-116.0028333,0.28,51.0,0.29,13.19,0.75,2.18,ml,CI,None,0.9625,107.04,74.4,[20.29999924 21.70000076 17.5       ],3199.0,2007-06-16 16:31:39.320000,earthquake_local,109C.TA_20070616163138_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.64,7.559999942779541,1367.0,manual,0.64,ci10255481,2007-06-17 20:31:08.710000,nan,32.7946667,-116.6596667,0.25,81.0,0.28,15.96,1.1,2.03,ml,CI,None,0.3866,42.99,104.3,[32.40000153 35.59999847 34.5       ],1860.0,2007-06-17 20:31:08.270000,earthquake_local,109C.TA_20070617203107_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.57,15.789999961853027,1632.0,manual,0.57,ci10257241,2007-06-23 05:02:17.980000,nan,32.675,-116.098,0.26,89.0,0.5,8.38,1.04,1.41,ml,CI,None,0.8748,97.28,104.5,[ 9.10000038 11.19999981 12.        ],3199.0,2007-06-23 05:02:28.770000,earthquake_local,109C.TA_20070623050227_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.5,17.639999389648438,2189.0,manual,0.5,12688988,2007-06-27 01:04:07.35,0.42,31.9584,-116.7119,1.1272,132.853,5.1749,9.69,None,3.2,mw,None,None,0.99,109.61,340.4,[46.         52.29999924 46.79999924],2879.0,2007-06-27 01:04:15.990000,earthquake_local,109C.TA_20070627010414_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.5,17.219999313354492,1875.0,manual,0.5,12690608,2007-06-28 19:54:58.81,0.34,32.7135,-116.0414,0.7497,48.37,4.1317,12.85,None,2.6,ml,None,None,0.91,101.51,281.3,[20.89999962 22.60000038 18.89999962],3147.0,2007-06-28 19:55:09.030000,earthquake_local,109C.TA_20070628195508_EV
TA,109C,BH,32.8889,-117.1051,150.0,500.0,manual,0.68,13.729999542236328,1567.0,manual,0.67,ci10258849,2007-06-30 18:24:34.990000,nan,32.6376667,-117.9336667,0.86,217.0,3.85,17.16,None,2.08,ml,CI,None,0.7417,82.49,249.9,[20.39999962 24.20000076 15.69999981],2957.0,2007-06-30 18:24:43.720000,earthquake_local,109C.TA_20070630182442_EV
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.64,6.239999771118164,833.0,manual,0.7,ci10259305,2007-07-03 23:46:55.850000,nan,32.816,-117.4581667,0.23,274.0,0.77,17.06,1.26,1.91,ml,CI,None,0.3059,34.02,256.1,[18.70000076 23.39999962 20.39999962],2371.0,2007-07-03 23:46:58.090000,earthquake_local,109C.TA_20070703234657_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.62,7.099999904632568,1319.0,manual,0.62,ci10259597,2007-07-05 11:50:39.270000,nan,32.5311667,-117.2338333,0.19,285.0,0.56,13.76,0.68,1.83,ml,CI,None,0.3729,41.47,196.8,[25.39999962 24.20000076 16.29999924],2529.0,2007-07-05 11:50:38.370000,earthquake_local,109C.TA_20070705115037_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.62,10.15999984741211,1630.0,manual,0.62,ci10259993,2007-07-06 18:29:00.310000,nan,33.0088333,-116.469,0.21,80.0,0.32,9.66,1.26,1.86,ml,CI,None,0.5481,60.95,77.5,[18.39999962 22.         16.60000038],2261.0,2007-07-06 18:29:01.470000,earthquake_local,109C.TA_20070706182900_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.5,8.510000228881836,1295.0,manual,0.5,12763676,2007-07-06 20:32:53.75,0.81,32.5202,-117.3092,0.4463,166.898,7.4666,14.18,None,2.7,ml,None,None,0.41,45.15,25.0,[32.5        32.5        26.39999962],2619.0,2007-07-06 20:32:55.260000,earthquake_local,109C.TA_20070706203254_EV
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.62,13.029999732971191,1353.0,manual,0.58,ci10260661,2007-07-10 11:59:03.210000,nan,32.9521667,-116.256,0.26,58.0,0.28,11.16,0.81,1.68,ml,CI,None,0.7169,79.73,85.2,[16.89999962 14.5         8.69999981],3199.0,2007-07-10 11:59:12.240000,earthquake_local,109C.TA_20070710115911_EV
TA,109C,BH,32.8889,-117.1051,150.0,600.0,manual,0.61,10.149999618530273,1338.0,manual,0.61,ci10263337,2007-07-18 14:25:45.940000,nan,33.4106667,-116.8756667,0.24,37.0,0.26,4.48,1.76,2.24,ml,CI,None,0.5548,61.7,20.3,[21.79999924 23.79999924 15.10000038],2599.0,2007-07-18 14:25:50.090000,earthquake_local,109C.TA_20070718142549_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.5,17.06999969482422,1830.0,manual,0.5,12777192,2007-07-23 17:29:25.67,0.29,32.7329,-116.0405,0.8738,32.831,3.059,11.29,None,2.8,ml,None,None,0.91,101.19,280.1,[33.20000076 35.79999924 32.09999847],2657.0,2007-07-23 17:29:35.740000,earthquake_local,109C.TA_20070723172934_EV
TA,109C,BH,32.8889,-117.1051,150.0,400.0,manual,0.62,11.899999618530273,1267.0,manual,0.58,ci10265513,2007-07-25 02:39:28.340000,nan,33.0936667,-116.3711667,0.25,41.0,0.35,12.72,0.79,1.65,ml,CI,None,0.6497,72.26,71.8,[10.5        12.19999981 12.10000038],3199.0,2007-07-25 02:39:36.240000,earthquake_local,109C.TA_20070725023935_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.53,17.670000076293945,2068.0,manual,0.53,ci10266685,2007-07-28 01:54:59.820000,nan,32.697,-115.9541667,0.22,103.0,0.32,5.4,1.68,1.65,ml,CI,None,0.9881,109.89,101.5,[17.20000076 18.         12.10000038],2979.0,2007-07-28 01:55:09.490000,earthquake_local,109C.TA_20070728015508_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.56,10.050000190734863,1540.0,manual,0.62,ci10266845,2007-07-28 22:26:25.220000,nan,32.4646667,-116.7046667,0.18,253.0,0.77,6.37,None,1.66,ml,CI,None,0.5413,60.2,141.6,[19.70000076 25.89999962 21.        ],2083.0,2007-07-28 22:26:27.270000,earthquake_local,109C.TA_20070728222626_EV
TA,109C,BH,32.8889,-117.1051,150.0,600.0,manual,0.58,12.949999809265137,1538.0,manual,0.58,ci10267417,2007-08-01 03:20:30.540000,nan,33.3326667,-116.4305,0.22,29.0,0.26,4.33,1.61,1.99,ml,CI,None,0.7186,79.92,52.0,[27.39999962 29.20000076 21.89999962],2219.0,2007-08-01 03:20:37.490000,earthquake_local,109C.TA_20070801032036_EV
TA,109C,BH,32.8889,-117.1051,150.0,700.0,manual,0.59,14.760000228881836,1773.0,manual,0.56,ci14311324,2007-08-04 10:33:06.980000,nan,33.2958333,-116.2481667,0.25,39.0,0.28,7.98,2.74,1.54,ml,CI,None,0.8259,91.85,60.7,[23.10000038 26.39999962 14.69999981],2298.0,2007-08-04 10:33:14.740000,earthquake_local,109C.TA_20070804103313_EV
TA,109C,BH,32.8889,-117.1051,150.0,800.0,manual,0.64,3.680000066757202,1068.0,manual,0.64,ci14311424,2007-08-04 23:56:22.810000,nan,32.9311667,-117.305,0.19,222.0,0.53,5.32,None,1.61,ml,CI,None,0.1734,19.28,284.1,[37.59999847 36.29999924 27.39999962],1506.0,2007-08-04 23:56:18.490000,earthquake_local,109C.TA_20070804235617_EV
TA,109C,BH,32.8889,-117.1051,150.0,900.0,manual,0.63,16.329999923706055,2060.0,manual,0.63,ci14311528,2007-08-05 16:04:17.040000,nan,33.0943333,-116.0593333,0.28,58.0,0.4,5.49,None,1.47,ml,CI,None,0.9024,100.36,77.1,[12.89999962 17.60000038 11.89999962],2880.0,2007-08-05 16:04:24.370000,earthquake_local,109C.TA_20070805160423_EV
